metric,estimate,ci_lo,ci_hi,denominator,unit,scope,model,domain,stratum,budget,fold_direction,status,feature_block,source,source_sha16
coverage_random,0.8550000000000001,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",gemma4:e4b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9882352941176471,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",gemma4:e4b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",gemma4:e4b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",gemma4:e4b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",gemma4:e4b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.13323065823065822,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.155,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.3804168054168054,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,-0.021769341769341775,-0.07642135642135643,0.035860805860805846,5,configuration,"paired, configuration-level; sign-flip p=0.56250 (min attainable 0.06250)",qwen3.5:9b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.24870684870684867,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.22000000000000003,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.528035853035853,,,5,configuration,5 configurations; predeclared budget; carries inference,qwen3.5:9b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,0.02870684870684869,-0.06785714285714287,0.11679487179487177,5,configuration,"paired, configuration-level; sign-flip p=0.62500 (min attainable 0.06250)",qwen3.5:9b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.37711455211455214,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.375,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.7386113886113885,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.4104478854478854,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.44000000000000006,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.8112304362304362,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.5116022866022866,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.52,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.8548090798090797,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.6726828726828727,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.635,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9428127428127429,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.904076479076479,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.8550000000000001,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9797979797979798,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",qwen3.5:9b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.22153792218641843,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.155,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.3341484664041055,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,0.06653792218641844,0.0209750566893424,0.12974415204678363,5,configuration,"paired, configuration-level; sign-flip p=0.06250 (min attainable 0.06250)",llama3.1:8b,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.26394438477145243,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.22000000000000003,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.4396671738870987,,,5,configuration,5 configurations; predeclared budget; carries inference,llama3.1:8b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,0.04394438477145244,-0.02564625850340137,0.12534789354338227,5,configuration,"paired, configuration-level; sign-flip p=0.43750 (min attainable 0.06250)",llama3.1:8b,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.43676572383339296,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.375,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.6203059732664996,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.5096738870986991,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.44000000000000006,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.6972957691848669,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.6233983768946174,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.52,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.7753966762143454,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.6978273063611409,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.635,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.854783088674066,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.8763492063492062,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.8550000000000001,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9714625850340136,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,1.0,,,5,configuration,"5 configurations; descriptive trajectory point; no interval, no p-value",llama3.1:8b,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.16700430810282646,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.155,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.41628689409759734,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,0.01200430810282645,-0.03590975481101532,0.06457712836596624,15,configuration,"paired, configuration-level; sign-flip p=0.66669 (min attainable 0.00006)",MACRO,software_engineering,,0.1,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.22837997375370225,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.22000000000000006,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.5320979492889047,,,15,configuration,15 configurations; predeclared budget; carries inference,MACRO,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
mesa_minus_random,0.008379973753702188,-0.05415897015371805,0.07286991172987406,15,configuration,"paired, configuration-level; sign-flip p=0.80530 (min attainable 0.00006)",MACRO,software_engineering,,0.2,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.35891031822699226,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.375,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.7163144061247777,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.3,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.439206718838519,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.4400000000000001,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.7799956991548103,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.4,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.538960933655759,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.52,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.8442390227468733,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.5,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.6601524628990352,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.6349999999999999,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9045606014458293,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.6,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,0.8696904838081309,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,0.8550000000000002,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,0.9798319529832136,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,0.8,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_mesa,1.0,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_random,1.0,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
coverage_oracle,1.0,,,15,configuration,"15 configurations; descriptive trajectory point; no interval, no p-value",MACRO,software_engineering,,1.0,,canonical,structural_dynamic,tables/canonical_ranking_curve.json,cae15ed2f718f1b5
